"drug_name","drug_id","ind_name","ind_id","NCT","status","phase","DetailedStatus"
"Letrozole","DB01006","Neoplasm Metastasis","C0027627","NCT01499160","Terminated","Phase 2","low accrual"
"Lapatinib","DB01259","Neoplasm Metastasis","C0027627","NCT01499160","Terminated","Phase 2","low accrual"
"Everolimus","DB01590","Neoplasm Metastasis","C0027627","NCT01499160","Terminated","Phase 2","low accrual"
"Bevacizumab","DB00112","Metastatic melanoma","C0278883","NCT01495988","Terminated","Phase 2","Slow accrual; toxicity; change in priorities"
"Pravastatin","DB00175","HIV-1 infection","C2363741","NCT01515813","Withdrawn","Phase 2","On 05/08/12, team working on revising protocol and re-open study under version 2.0"
"Tenofovir","DB00300","HIV-1 infection","C2363741","NCT01515813","Withdrawn","Phase 2","On 05/08/12, team working on revising protocol and re-open study under version 2.0"
"Emtricitabine","DB00879","HIV-1 infection","C2363741","NCT01515813","Withdrawn","Phase 2","On 05/08/12, team working on revising protocol and re-open study under version 2.0"
"Irinotecan","DB00762","Neuroblastoma","C0027819","NCT01505608","Terminated","Phase 1/Phase 2","Lack of Enrollment"
"Dacarbazine","DB00851","Neuroblastoma","C0027819","NCT01505608","Terminated","Phase 1/Phase 2","Lack of Enrollment"
"Temozolomide","DB00853","Neuroblastoma","C0027819","NCT01505608","Terminated","Phase 1/Phase 2","Lack of Enrollment"
"Bevacizumab","DB00112","Secondary malignant neoplasm of liver","C0494165","NCT01508000","Terminated","Phase 2","Low or poor accrual"
"Cholecalciferol","DB00169","Adult Acute Myeloid Leukemia without Maturation","C0279623","NCT01521936","Terminated","Phase 2","Lack of funding"
"Cholecalciferol","DB00169","adult acute myeloid leukemia with 11q23 (MLL) abnormalities","C1541334","NCT01521936","Terminated","Phase 2","Lack of funding"
"Cholecalciferol","DB00169","adult acute myeloid leukemia with inv(16)(p13;q22)","C1541333","NCT01521936","Terminated","Phase 2","Lack of funding"
"Cholecalciferol","DB00169","adult acute myeloid leukemia with t(16;16)(p13;q22)","C1541332","NCT01521936","Terminated","Phase 2","Lack of funding"
"Cholecalciferol","DB00169","adult acute myeloid leukemia with t(8;21)(q22;q22)","C1541331","NCT01521936","Terminated","Phase 2","Lack of funding"
"Cholecalciferol","DB00169","adult acute myelomonocytic leukemia (M4)","C0279627","NCT01521936","Terminated","Phase 2","Lack of funding"
"Cholecalciferol","DB00169","adult erythroleukemia (M6a)","C1541339","NCT01521936","Terminated","Phase 2","Lack of funding"
"Cholecalciferol","DB00169","adult pure erythroid leukemia (M6b)","C1541340","NCT01521936","Terminated","Phase 2","Lack of funding"
"Cholecalciferol","DB00169","untreated adult acute myeloid leukemia","C0279089","NCT01521936","Terminated","Phase 2","Lack of funding"
"Cholecalciferol","DB00169","adult acute megakaryoblastic leukemia (M7)","C0279632","NCT01521936","Terminated","Phase 2","Lack of funding"
"Cholecalciferol","DB00169","adult acute monoblastic leukemia (M5a)","C0279629","NCT01521936","Terminated","Phase 2","Lack of funding"
"Cholecalciferol","DB00169","adult acute monocytic leukemia (M5b)","C0280634","NCT01521936","Terminated","Phase 2","Lack of funding"
"Cholecalciferol","DB00169","adult acute myeloblastic leukemia with maturation (M2)","C0279624","NCT01521936","Terminated","Phase 2","Lack of funding"
"Aripiprazole","DB01238","Bipolar Disorder","C0005586","NCT01520350","Terminated","Phase 3","recruitment issues"
"Aripiprazole","DB01238","Depressive episode, unspecified","C0349217","NCT01520350","Terminated","Phase 3","recruitment issues"
"Alemtuzumab","DB00087","leukemia","C0023418","NCT01518153","Terminated","Phase 2","Objectives not met."
"Methotrexate","DB00563","leukemia","C0023418","NCT01518153","Terminated","Phase 2","Objectives not met."
"Tacrolimus","DB00864","leukemia","C0023418","NCT01518153","Terminated","Phase 2","Objectives not met."
"Melphalan","DB01042","leukemia","C0023418","NCT01518153","Terminated","Phase 2","Objectives not met."
"Fludarabine","DB01073","leukemia","C0023418","NCT01518153","Terminated","Phase 2","Objectives not met."
"Azacitidine","DB00928","leukemia","C0023418","NCT01542684","Terminated","Phase 2","Slow Accrual"
"Cyclophosphamide","DB00531","Metastatic melanoma","C0278883","NCT01542255","Terminated","Phase 2","Low accrual not allowing to support statistical endpoints"
"Vinblastine","DB00570","Metastatic melanoma","C0278883","NCT01542255","Terminated","Phase 2","Low accrual not allowing to support statistical endpoints"
"Vorinostat","DB02546","Multiple Myeloma","C0026764","NCT01492881","Withdrawn","Phase 2","Doxil is currently unavailable"
"Pioglitazone","DB01132","Opioid-Related Disorders","C0027412","NCT01517165","Terminated","Phase 1",""
"Testosterone","DB00624","Multiple Sclerosis","C0026769","NCT01516554","Terminated","Phase 2","Poor recruitment"
"Methyltestosterone","DB06710","Multiple Sclerosis","C0026769","NCT01516554","Terminated","Phase 2","Poor recruitment"
"Erlotinib","DB00530","Non-small cell lung cancer recurrent","C0278517","NCT01515969","Suspended","Phase 1","Interim analysis of PK and toxicity data"
"Erlotinib","DB00530","Non-small cell lung cancer metastatic","C0278987","NCT01515969","Suspended","Phase 1","Interim analysis of PK and toxicity data"
"Pegfilgrastim","DB00019","Multiple Myeloma","C0026764","NCT01537861","Terminated","Phase 0","Unexpected toxicity (2 early deaths)"
"Hydroxychloroquine","DB01611","Kidney Failure, Chronic","C0022661","NCT01537315","Terminated","Phase 2","lack of funding"
"Penciclovir","DB00299","Meniere Disease","C0025281","NCT01526408","Terminated","Phase 3","HRI no longer conducting research."
"Famciclovir","DB00426","Meniere Disease","C0025281","NCT01526408","Terminated","Phase 3","HRI no longer conducting research."
"Vitamin C","DB00126","Disorder of vitamin C","C1272557","NCT01537094","Withdrawn","Phase 2","Unable to obtain funding to initiate the study. No subjects were enrolled."
"Vitamin C","DB00126","Growth Hormone Secretion Abnormality","C3536718","NCT01537094","Withdrawn","Phase 2","Unable to obtain funding to initiate the study. No subjects were enrolled."
"Sirolimus","DB00877","Acinar cell carcinoma of pancreas","C0279661","NCT01537107","Suspended","Phase 1",""
"Everolimus","DB01590","Acinar cell carcinoma of pancreas","C0279661","NCT01537107","Suspended","Phase 1",""
"Sirolimus","DB00877","duct cell adenocarcinoma of the pancreas","C0279176","NCT01537107","Suspended","Phase 1",""
"Everolimus","DB01590","duct cell adenocarcinoma of the pancreas","C0279176","NCT01537107","Suspended","Phase 1",""
"Sirolimus","DB00877","Pancreatic carcinoma recurrent","C0854777","NCT01537107","Suspended","Phase 1",""
"Everolimus","DB01590","Pancreatic carcinoma recurrent","C0854777","NCT01537107","Suspended","Phase 1",""
"Sirolimus","DB00877","Stage IV Pancreatic Cancer","C1167725","NCT01537107","Suspended","Phase 1",""
"Everolimus","DB01590","Stage IV Pancreatic Cancer","C1167725","NCT01537107","Suspended","Phase 1",""
"Sirolimus","DB00877","unspecified adult solid tumor, protocol specific","C0279004","NCT01537107","Suspended","Phase 1",""
"Everolimus","DB01590","unspecified adult solid tumor, protocol specific","C0279004","NCT01537107","Suspended","Phase 1",""
"Bupivacaine","DB00297","Shoulder Pain","C0037011","NCT01538459","Withdrawn","Phase 3",""
"Dexamethasone","DB01234","Shoulder Pain","C0037011","NCT01538459","Withdrawn","Phase 3",""
"Bupivacaine","DB00297","Shoulder Injuries","C0149776","NCT01538459","Withdrawn","Phase 3",""
"Dexamethasone","DB01234","Shoulder Injuries","C0149776","NCT01538459","Withdrawn","Phase 3",""
"Bupivacaine","DB00297","Disorder of shoulder","C1290859","NCT01538459","Withdrawn","Phase 3",""
"Dexamethasone","DB01234","Disorder of shoulder","C1290859","NCT01538459","Withdrawn","Phase 3",""
"Bupivacaine","DB00297","Disorder of rotator cuff","C1532240","NCT01538459","Withdrawn","Phase 3",""
"Dexamethasone","DB01234","Disorder of rotator cuff","C1532240","NCT01538459","Withdrawn","Phase 3",""
"Bupivacaine","DB00297","Disorder of tendon of biceps","C1996944","NCT01538459","Withdrawn","Phase 3",""
"Dexamethasone","DB01234","Disorder of tendon of biceps","C1996944","NCT01538459","Withdrawn","Phase 3",""
"L-Carnitine","DB00583","Ulcerative Colitis","C0009324","NCT01538251","Terminated","Phase 3","Evidence of very low probability to success. No safety issues."
"Rituximab","DB00073","contiguous stage II adult diffuse large cell lymphoma","C0677695","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Cyclophosphamide","DB00531","contiguous stage II adult diffuse large cell lymphoma","C0677695","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Vincristine","DB00541","contiguous stage II adult diffuse large cell lymphoma","C0677695","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Doxorubicin","DB00997","contiguous stage II adult diffuse large cell lymphoma","C0677695","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Rituximab","DB00073","noncontiguous stage II adult diffuse large cell lymphoma","C0677709","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Cyclophosphamide","DB00531","noncontiguous stage II adult diffuse large cell lymphoma","C0677709","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Vincristine","DB00541","noncontiguous stage II adult diffuse large cell lymphoma","C0677709","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Doxorubicin","DB00997","noncontiguous stage II adult diffuse large cell lymphoma","C0677709","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Rituximab","DB00073","stage I adult diffuse large cell lymphoma","C0279960","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Cyclophosphamide","DB00531","stage I adult diffuse large cell lymphoma","C0279960","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Vincristine","DB00541","stage I adult diffuse large cell lymphoma","C0279960","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Doxorubicin","DB00997","stage I adult diffuse large cell lymphoma","C0279960","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Rituximab","DB00073","stage III adult diffuse large cell lymphoma","C0280162","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Cyclophosphamide","DB00531","stage III adult diffuse large cell lymphoma","C0280162","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Vincristine","DB00541","stage III adult diffuse large cell lymphoma","C0280162","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Doxorubicin","DB00997","stage III adult diffuse large cell lymphoma","C0280162","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Rituximab","DB00073","stage IV adult diffuse large cell lymphoma","C0280175","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Cyclophosphamide","DB00531","stage IV adult diffuse large cell lymphoma","C0280175","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Vincristine","DB00541","stage IV adult diffuse large cell lymphoma","C0280175","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Doxorubicin","DB00997","stage IV adult diffuse large cell lymphoma","C0280175","NCT01539174","Withdrawn","Phase 2","No Funding Source and Competing Trials"
"Atorvastatin","DB01076","Psoriasis","C0033860","NCT01527097","Withdrawn","Phase 3","We strongly feel that the ability to recruit the required number of patients is very low and    thus decided to stop the study."
"Panobinostat","DB06603","Malignant neoplasm of stomach stage IV","C0278498","NCT01528501","Terminated","Phase 2","medical/ethical reasons"
"Bevacizumab","DB00112","colon cancer liver metastasis","C0742558","NCT01540435","Withdrawn","Phase 2","insufficient recruitment"
"Imiquimod","DB00724","melanoma","C0025202","NCT01543464","Terminated","Phase 2","Diminished rectruitment"
"Temozolomide","DB00853","melanoma","C0025202","NCT01543464","Terminated","Phase 2","Diminished rectruitment"
"Norepinephrine","DB00368","Radiodermatitis","C0034561","NCT01544504","Withdrawn","Phase 1/Phase 2","The principal investigator withdrew from the study. The study was withdrawn because a    qualified replacement was not available."
"Eptifibatide","DB00063","Pneumonia","C0032285","NCT01532544","Suspended","Phase 2",""
"Heparin","DB01109","Pneumonia","C0032285","NCT01532544","Suspended","Phase 2",""
"Tamsulosin","DB00706","Benign Prostatic Hyperplasia","C1704272","NCT01534351","Terminated","Phase 3","Business Reasons"
"Finasteride","DB01216","Benign Prostatic Hyperplasia","C1704272","NCT01534351","Terminated","Phase 3","Business Reasons"
"Cyclophosphamide","DB00531","leukemia","C0023418","NCT01532635","Terminated","Phase 2","Slow accrual"
"Mycophenolate mofetil","DB00688","leukemia","C0023418","NCT01532635","Terminated","Phase 2","Slow accrual"
"Tacrolimus","DB00864","leukemia","C0023418","NCT01532635","Terminated","Phase 2","Slow accrual"
"Mycophenolic acid","DB01024","leukemia","C0023418","NCT01532635","Terminated","Phase 2","Slow accrual"
"Cyclophosphamide","DB00531","Hodgkin Disease","C0019829","NCT01532635","Terminated","Phase 2","Slow accrual"
"Mycophenolate mofetil","DB00688","Hodgkin Disease","C0019829","NCT01532635","Terminated","Phase 2","Slow accrual"
"Tacrolimus","DB00864","Hodgkin Disease","C0019829","NCT01532635","Terminated","Phase 2","Slow accrual"
"Mycophenolic acid","DB01024","Hodgkin Disease","C0019829","NCT01532635","Terminated","Phase 2","Slow accrual"
"Erythromycin","DB00199","Preterm premature rupture of membranes (disorder)","C0729264","NCT01556334","Withdrawn","Phase 3","Terminated before starting due to need for IND determined by FDA."
"Cisplatin","DB00515","Multiple Myeloma","C0026764","NCT01548573","Terminated","Phase 2","Met study stopping rules"
"Etoposide","DB00773","Multiple Myeloma","C0026764","NCT01548573","Terminated","Phase 2","Met study stopping rules"
"Imatinib","DB00619","Scleroderma","C0011644","NCT01545427","Terminated","Phase 2","Frequent adverse events occurred early in treatment with poor tolerability."
"Paclitaxel","DB01229","Solid tumour","C0280100","NCT01548924","Terminated","Phase 1","Drug toxicity"
"Torasemide","DB00214","Renal Insufficiency","C1565489","NCT01558674","Terminated","Phase 1",""
"Furosemide","DB00695","Renal Insufficiency","C1565489","NCT01558674","Terminated","Phase 1",""
"Varenicline","DB01273","Nicotine Dependence","C0028043","NCT01560507","Terminated","Phase 2/Phase 3","Low Recruitment"
"Alendronic acid","DB00630","Osteoporosis","C0029456","NCT01552122","Withdrawn","Phase 3",""
"Calcium carbonate","DB06724","Osteoporosis","C0029456","NCT01552122","Withdrawn","Phase 3",""
"Acetaminophen","DB00316","Headache","C0018681","NCT01552798","Terminated","Phase 3",""
"Salicylic acid","DB00936","Headache","C0018681","NCT01552798","Terminated","Phase 3",""
